game,round,iteration,depth,current_player,terr_attacked_in_round (actions taken)
1,2,7,4,Germans,3
1,2,7,4,Chinese,1
1,2,8,0,Russians,2
1,2,8,0,Italians,2
1,2,8,0,Germans,3
1,2,8,0,Chinese,3
1,2,8,1,Russians,2
1,2,8,1,Italians,3
1,2,8,1,Germans,3
1,2,8,1,Chinese,2
1,2,8,2,Russians,1
1,2,8,2,Italians,2
1,2,8,2,Germans,2
1,2,8,2,Chinese,2
1,2,8,3,Russians,1
1,2,8,3,Italians,1
1,2,8,3,Germans,2
1,2,8,3,Chinese,3
1,2,8,4,Russians,0
1,2,8,4,Italians,1
1,2,8,4,Germans,1
1,2,8,4,Chinese,2
1,2,9,0,Russians,2
1,2,9,0,Italians,2
1,2,9,0,Germans,3
1,2,9,0,Chinese,3
1,2,9,1,Russians,1
1,2,9,1,Italians,3
1,2,9,1,Germans,3
1,2,9,1,Chinese,3
1,2,9,2,Russians,2
1,2,9,2,Italians,2
1,2,9,2,Germans,1
1,2,9,2,Chinese,3
1,2,9,3,Russians,1
1,2,9,3,Italians,1
1,2,9,3,Germans,1
1,2,9,3,Chinese,2
1,2,9,4,Russians,0
1,2,9,4,Italians,1
1,2,9,4,Germans,2
1,2,9,4,Chinese,0
1,2,10,0,Russians,1
1,2,10,0,Italians,2
1,2,10,0,Germans,3
1,2,10,0,Chinese,3
1,2,10,1,Russians,1
1,2,10,1,Italians,1
1,2,10,1,Germans,2
1,2,10,1,Chinese,3
1,2,10,2,Russians,1
1,2,10,2,Italians,2
1,2,10,2,Germans,1
1,2,10,2,Chinese,3
1,2,10,3,Russians,1
1,2,10,3,Italians,1
1,2,10,3,Germans,1
1,2,10,3,Chinese,2
1,2,10,4,Russians,0
1,2,10,4,Italians,1
1,2,10,4,Germans,1
1,2,10,4,Chinese,2
1,2,11,0,Russians,1
1,2,11,0,Italians,2
1,2,11,0,Germans,3
1,2,11,0,Chinese,3
1,2,11,1,Russians,1
1,2,11,1,Italians,3
1,2,11,1,Germans,3
1,2,11,1,Chinese,3
1,2,11,2,Russians,2
1,2,11,2,Italians,2
1,2,11,2,Germans,1
1,2,11,2,Chinese,3
1,2,11,3,Russians,1
1,2,11,3,Italians,1
1,2,11,3,Germans,2
1,2,11,3,Chinese,2
1,2,11,4,Russians,1
1,2,11,4,Italians,1
1,2,11,4,Germans,2
1,2,11,4,Chinese,1
1,2,12,0,Russians,1
1,2,12,0,Italians,2
1,2,12,0,Germans,3
1,2,12,0,Chinese,3
1,2,12,1,Russians,1
1,2,12,1,Italians,1
1,2,12,1,Germans,2
1,2,12,1,Chinese,3
1,2,12,2,Russians,1
1,2,12,2,Italians,2
1,2,12,2,Germans,1
1,2,12,2,Chinese,3
1,2,12,3,Russians,1
1,2,12,3,Italians,1
1,2,12,3,Germans,1
1,2,12,3,Chinese,2
1,2,12,4,Russians,0
1,2,12,4,Italians,1
1,2,12,4,Germans,1
1,2,12,4,Chinese,2
1,2,13,0,Russians,2
1,2,13,0,Italians,2
1,2,13,0,Germans,3
1,2,13,0,Chinese,3
1,2,13,1,Russians,1
1,2,13,1,Italians,3
1,2,13,1,Germans,3
1,2,13,1,Chinese,3
1,2,13,2,Russians,2
1,2,13,2,Italians,2
1,2,13,2,Germans,1
1,2,13,2,Chinese,3
1,2,13,3,Russians,1
1,2,13,3,Italians,1
1,2,13,3,Germans,2
1,2,13,3,Chinese,2
1,2,13,4,Russians,1
1,2,13,4,Italians,0
1,2,13,4,Germans,3
1,2,13,4,Chinese,1
1,2,14,0,Russians,2
1,2,14,0,Italians,2
1,2,14,0,Germans,3
1,2,14,0,Chinese,3
1,2,14,1,Russians,1
1,2,14,1,Italians,3
1,2,14,1,Germans,3
1,2,14,1,Chinese,3
1,2,14,2,Russians,1
1,2,14,2,Italians,1
1,2,14,2,Germans,1
1,2,14,2,Chinese,3
1,2,14,3,Russians,1
1,2,14,3,Italians,1
1,2,14,3,Germans,2
1,2,14,3,Chinese,2
1,2,14,4,Russians,1
1,2,14,4,Italians,0
1,2,14,4,Germans,2
1,2,14,4,Chinese,1
1,2,15,0,Russians,1
1,2,15,0,Italians,2
1,2,15,0,Germans,3
1,2,15,0,Chinese,3
1,2,15,1,Russians,1
1,2,15,1,Italians,3
1,2,15,1,Germans,3
1,2,15,1,Chinese,3
1,2,15,2,Russians,2
1,2,15,2,Italians,2
1,2,15,2,Germans,1
1,2,15,2,Chinese,3
1,2,15,3,Russians,1
1,2,15,3,Italians,1
1,2,15,3,Germans,2
1,2,15,3,Chinese,2
1,2,15,4,Russians,0
1,2,15,4,Italians,0
1,2,15,4,Germans,1
1,2,15,4,Chinese,2
1,2,16,0,Russians,2
1,2,16,0,Italians,2
1,2,16,0,Germans,3
1,2,16,0,Chinese,3
1,2,16,1,Russians,2
1,2,16,1,Italians,3
1,2,16,1,Germans,3
1,2,16,1,Chinese,2
1,2,16,2,Russians,2
1,2,16,2,Italians,2
1,2,16,2,Germans,2
1,2,16,2,Chinese,2
1,2,16,3,Russians,1
1,2,16,3,Italians,1
1,2,16,3,Germans,2
1,2,16,3,Chinese,3
1,2,16,4,Russians,1
1,2,16,4,Italians,1
1,2,16,4,Germans,2
1,2,16,4,Chinese,1
1,2,17,0,Russians,2
1,2,17,0,Italians,2
1,2,17,0,Germans,3
1,2,17,0,Chinese,2
1,2,17,1,Russians,2
1,2,17,1,Italians,3
1,2,17,1,Germans,3
1,2,17,1,Chinese,3
1,2,17,2,Russians,3
1,2,17,2,Italians,2
1,2,17,2,Germans,2
1,2,17,2,Chinese,2
1,2,17,3,Russians,1
1,2,17,3,Italians,1
1,2,17,3,Germans,2
1,2,17,3,Chinese,2
1,2,17,4,Russians,1
1,2,17,4,Italians,1
1,2,17,4,Germans,2
1,2,17,4,Chinese,1
1,2,18,0,Russians,1
1,2,18,0,Italians,3
1,2,18,0,Germans,3
1,2,18,0,Chinese,3
1,2,18,1,Russians,1
1,2,18,1,Italians,2
1,2,18,1,Germans,2
1,2,18,1,Chinese,2
1,2,18,2,Russians,1
1,2,18,2,Italians,2
1,2,18,2,Germans,2
1,2,18,2,Chinese,2
1,2,18,3,Russians,1
1,2,18,3,Italians,1
1,2,18,3,Germans,1
1,2,18,3,Chinese,3
1,2,18,4,Russians,0
1,2,18,4,Italians,2
1,2,18,4,Germans,2
1,2,18,4,Chinese,3
1,2,19,0,Russians,1
1,2,19,0,Italians,2
1,2,19,0,Germans,3
1,2,19,0,Chinese,2
1,2,19,1,Russians,2
1,2,19,1,Italians,3
1,2,19,1,Germans,3
1,2,19,1,Chinese,2
1,2,19,2,Russians,3
1,2,19,2,Italians,2
1,2,19,2,Germans,2
1,2,19,2,Chinese,2
1,2,19,3,Russians,1
1,2,19,3,Italians,1
1,2,19,3,Germans,2
1,2,19,3,Chinese,2
1,2,19,4,Russians,1
1,2,19,4,Italians,1
1,2,19,4,Germans,2
1,2,19,4,Chinese,1
1,2,20,0,Russians,1
1,2,20,0,Italians,3
1,2,20,0,Germans,3
1,2,20,0,Chinese,3
1,2,20,1,Russians,1
1,2,20,1,Italians,2
1,2,20,1,Germans,2
1,2,20,1,Chinese,3
1,2,20,2,Russians,1
1,2,20,2,Italians,2
1,2,20,2,Germans,1
1,2,20,2,Chinese,3
1,2,20,3,Russians,1
1,2,20,3,Italians,1
1,2,20,3,Germans,1
1,2,20,3,Chinese,3
1,2,20,4,Russians,0
1,2,20,4,Italians,1
1,2,20,4,Germans,2
1,2,20,4,Chinese,3
1,2,21,0,Russians,2
1,2,21,0,Italians,2
1,2,21,0,Germans,3
1,2,21,0,Chinese,3
1,2,21,1,Russians,1
1,2,21,1,Italians,3
1,2,21,1,Germans,3
1,2,21,1,Chinese,3
1,2,21,2,Russians,2
1,2,21,2,Italians,2
1,2,21,2,Germans,1
1,2,21,2,Chinese,3
1,2,21,3,Russians,1
1,2,21,3,Italians,1
1,2,21,3,Germans,1
1,2,21,3,Chinese,2
1,2,21,4,Russians,1
1,2,21,4,Italians,1
1,2,21,4,Germans,2
1,2,21,4,Chinese,0
1,2,22,0,Russians,2
1,2,22,0,Italians,2
1,2,22,0,Germans,3
1,2,22,0,Chinese,3
1,2,22,1,Russians,1
1,2,22,1,Italians,3
1,2,22,1,Germans,3
1,2,22,1,Chinese,3
1,2,22,2,Russians,1
1,2,22,2,Italians,1
1,2,22,2,Germans,1
1,2,22,2,Chinese,3
1,2,22,3,Russians,1
1,2,22,3,Italians,1
1,2,22,3,Germans,2
1,2,22,3,Chinese,2
1,2,22,4,Russians,1
1,2,22,4,Italians,0
1,2,22,4,Germans,2
1,2,22,4,Chinese,1
1,2,23,0,Russians,1
1,2,23,0,Italians,2
1,2,23,0,Germans,3
1,2,23,0,Chinese,2
1,2,23,1,Russians,2
1,2,23,1,Italians,3
1,2,23,1,Germans,3
1,2,23,1,Chinese,3
1,2,23,2,Russians,3
1,2,23,2,Italians,2
1,2,23,2,Germans,2
1,2,23,2,Chinese,2
1,2,23,3,Russians,1
1,2,23,3,Italians,1
1,2,23,3,Germans,2
1,2,23,3,Chinese,2
1,2,23,4,Russians,1
1,2,23,4,Italians,1
1,2,23,4,Germans,3
1,2,23,4,Chinese,1
1,2,24,0,Russians,1
1,2,24,0,Italians,3
1,2,24,0,Germans,3
1,2,24,0,Chinese,3
1,2,24,1,Russians,1
1,2,24,1,Italians,3
1,2,24,1,Germans,3
1,2,24,1,Chinese,3
1,2,24,2,Russians,1
1,2,24,2,Italians,1
1,2,24,2,Germans,1
1,2,24,2,Chinese,2
1,2,24,3,Russians,1
1,2,24,3,Italians,2
1,2,24,3,Germans,3
1,2,24,3,Chinese,2
1,2,24,4,Russians,1
1,2,24,4,Italians,0
1,2,24,4,Germans,3
1,2,24,4,Chinese,2
1,2,25,0,Russians,2
1,2,25,0,Italians,2
1,2,25,0,Germans,3
1,2,25,0,Chinese,3
1,2,25,1,Russians,1
1,2,25,1,Italians,3
1,2,25,1,Germans,3
1,2,25,1,Chinese,3
1,2,25,2,Russians,2
1,2,25,2,Italians,2
1,2,25,2,Germans,1
1,2,25,2,Chinese,3
1,2,25,3,Russians,1
1,2,25,3,Italians,1
1,2,25,3,Germans,2
1,2,25,3,Chinese,2
1,2,25,4,Russians,1
1,2,25,4,Italians,0
1,2,25,4,Germans,2
1,2,25,4,Chinese,1
1,2,26,0,Russians,1
1,2,26,0,Italians,3
1,2,26,0,Germans,3
1,2,26,0,Chinese,3
1,2,26,1,Russians,1
1,2,26,1,Italians,2
1,2,26,1,Germans,2
1,2,26,1,Chinese,3
1,2,26,2,Russians,1
1,2,26,2,Italians,2
1,2,26,2,Germans,1
1,2,26,2,Chinese,3
1,2,26,3,Russians,1
1,2,26,3,Italians,1
1,2,26,3,Germans,2
1,2,26,3,Chinese,2
1,2,26,4,Russians,0
1,2,26,4,Italians,1
1,2,26,4,Germans,2
1,2,26,4,Chinese,3
1,2,27,0,Russians,1
1,2,27,0,Italians,2
1,2,27,0,Germans,3
1,2,27,0,Chinese,3
1,2,27,1,Russians,1
1,2,27,1,Italians,3
1,2,27,1,Germans,3
1,2,27,1,Chinese,3
1,2,27,2,Russians,2
1,2,27,2,Italians,2
1,2,27,2,Germans,1
1,2,27,2,Chinese,3
1,2,27,3,Russians,1
1,2,27,3,Italians,1
1,2,27,3,Germans,2
1,2,27,3,Chinese,2
1,2,27,4,Russians,0
1,2,27,4,Italians,0
1,2,27,4,Germans,2
1,2,27,4,Chinese,2
1,2,28,0,Russians,2
1,2,28,0,Italians,2
1,2,28,0,Germans,3
1,2,28,0,Chinese,3
1,2,28,1,Russians,2
1,2,28,1,Italians,3
1,2,28,1,Germans,3
1,2,28,1,Chinese,2
1,2,28,2,Russians,2
1,2,28,2,Italians,2
1,2,28,2,Germans,2
1,2,28,2,Chinese,2
1,2,28,3,Russians,1
1,2,28,3,Italians,1
1,2,28,3,Germans,2
1,2,28,3,Chinese,3
1,2,28,4,Russians,1
1,2,28,4,Italians,1
1,2,28,4,Germans,1
1,2,28,4,Chinese,1
1,2,29,0,Russians,2
1,2,29,0,Italians,2
1,2,29,0,Germans,3
1,2,29,0,Chinese,3
1,2,29,1,Russians,1
1,2,29,1,Italians,3
1,2,29,1,Germans,3
1,2,29,1,Chinese,3
1,2,29,2,Russians,2
1,2,29,2,Italians,2
1,2,29,2,Germans,1
1,2,29,2,Chinese,3
1,2,29,3,Russians,1
1,2,29,3,Italians,1
1,2,29,3,Germans,1
1,2,29,3,Chinese,2
1,2,29,4,Russians,1
1,2,29,4,Italians,1
1,2,29,4,Germans,2
1,2,29,4,Chinese,0
1,2,30,0,Russians,1
1,2,30,0,Italians,3
1,2,30,0,Germans,3
1,2,30,0,Chinese,3
1,2,30,1,Russians,1
1,2,30,1,Italians,2
1,2,30,1,Germans,2
1,2,30,1,Chinese,2
1,2,30,2,Russians,1
1,2,30,2,Italians,2
1,2,30,2,Germans,2
1,2,30,2,Chinese,2
1,2,30,3,Russians,1
1,2,30,3,Italians,1
1,2,30,3,Germans,1
1,2,30,3,Chinese,3
1,2,30,4,Russians,0
1,2,30,4,Italians,2
1,2,30,4,Germans,1
1,2,30,4,Chinese,3
1,2,31,0,Russians,1
1,2,31,0,Italians,2
1,2,31,0,Germans,3
1,2,31,0,Chinese,2
1,2,31,1,Russians,2
1,2,31,1,Italians,3
1,2,31,1,Germans,3
1,2,31,1,Chinese,3
1,2,31,2,Russians,3
1,2,31,2,Italians,2
1,2,31,2,Germans,2
1,2,31,2,Chinese,2
1,2,31,3,Russians,1
1,2,31,3,Italians,1
1,2,31,3,Germans,2
1,2,31,3,Chinese,2
1,2,31,4,Russians,1
1,2,31,4,Italians,1
1,2,31,4,Germans,3
1,2,31,4,Chinese,1
1,2,32,0,Russians,1
1,2,32,0,Italians,3
1,2,32,0,Germans,3
1,2,32,0,Chinese,3
1,2,32,1,Russians,1
1,2,32,1,Italians,2
1,2,32,1,Germans,2
1,2,32,1,Chinese,3
1,2,32,2,Russians,1
1,2,32,2,Italians,2
1,2,32,2,Germans,1
1,2,32,2,Chinese,3
1,2,32,3,Russians,1
1,2,32,3,Italians,1
1,2,32,3,Germans,2
1,2,32,3,Chinese,2
1,2,32,4,Russians,0
1,2,32,4,Italians,1
1,2,32,4,Germans,2
1,2,32,4,Chinese,3
1,2,33,0,Russians,2
1,2,33,0,Italians,2
1,2,33,0,Germans,3
1,2,33,0,Chinese,3
1,2,33,1,Russians,1
1,2,33,1,Italians,3
1,2,33,1,Germans,3
1,2,33,1,Chinese,3
1,2,33,2,Russians,1
1,2,33,2,Italians,2
1,2,33,2,Germans,1
1,2,33,2,Chinese,3
1,2,33,3,Russians,1
1,2,33,3,Italians,1
1,2,33,3,Germans,3
1,2,33,3,Chinese,1
1,2,33,4,Russians,0
1,2,33,4,Italians,0
1,2,33,4,Germans,2
1,2,33,4,Chinese,2
1,2,34,0,Russians,2
1,2,34,0,Italians,2
1,2,34,0,Germans,3
1,2,34,0,Chinese,3
1,2,34,1,Russians,1
1,2,34,1,Italians,3
1,2,34,1,Germans,3
1,2,34,1,Chinese,3
1,2,34,2,Russians,0
1,2,34,2,Italians,2
1,2,34,2,Germans,2
1,2,34,2,Chinese,2
1,2,34,3,Russians,1
1,2,34,3,Italians,1
1,2,34,3,Germans,2
1,2,34,3,Chinese,3
1,2,34,4,Russians,0
1,2,34,4,Italians,1
1,2,34,4,Germans,1
1,2,34,4,Chinese,2
1,2,35,0,Russians,1
1,2,35,0,Italians,2
1,2,35,0,Germans,3
1,2,35,0,Chinese,3
1,2,35,1,Russians,1
1,2,35,1,Italians,3
1,2,35,1,Germans,3
1,2,35,1,Chinese,3
1,2,35,2,Russians,2
1,2,35,2,Italians,2
1,2,35,2,Germans,1
1,2,35,2,Chinese,3
1,2,35,3,Russians,1
1,2,35,3,Italians,1
1,2,35,3,Germans,2
1,2,35,3,Chinese,2
1,2,35,4,Russians,1
1,2,35,4,Italians,0
1,2,35,4,Germans,2
1,2,35,4,Chinese,1
1,2,36,0,Russians,1
1,2,36,0,Italians,3
1,2,36,0,Germans,3
1,2,36,0,Chinese,3
1,2,36,1,Russians,1
1,2,36,1,Italians,2
1,2,36,1,Germans,2
1,2,36,1,Chinese,3
1,2,36,2,Russians,1
1,2,36,2,Italians,2
1,2,36,2,Germans,2
1,2,36,2,Chinese,2
1,2,36,3,Russians,1
1,2,36,3,Italians,1
1,2,36,3,Germans,1
1,2,36,3,Chinese,3
1,2,36,4,Russians,0
1,2,36,4,Italians,2
1,2,36,4,Germans,2
1,2,36,4,Chinese,3
1,2,37,0,Russians,2
1,2,37,0,Italians,2
1,2,37,0,Germans,3
1,2,37,0,Chinese,3
1,2,37,1,Russians,1
1,2,37,1,Italians,3
1,2,37,1,Germans,3
1,2,37,1,Chinese,3
1,2,37,2,Russians,1
1,2,37,2,Italians,2
1,2,37,2,Germans,1
1,2,37,2,Chinese,3
1,2,37,3,Russians,1
1,2,37,3,Italians,1
1,2,37,3,Germans,3
1,2,37,3,Chinese,1
1,2,37,4,Russians,0
1,2,37,4,Italians,0
1,2,37,4,Germans,3
1,2,37,4,Chinese,2
1,2,38,0,Russians,1
1,2,38,0,Italians,2
1,2,38,0,Germans,3
1,2,38,0,Chinese,3
1,2,38,1,Russians,1
1,2,38,1,Italians,1
1,2,38,1,Germans,2
1,2,38,1,Chinese,2
1,3,1,0,Russians,1
1,3,1,0,Italians,2
1,3,1,0,Germans,3
1,3,1,0,Chinese,3
1,3,1,1,Russians,1
1,3,1,1,Italians,2
1,3,1,1,Germans,2
1,3,1,1,Chinese,2
1,3,1,2,Russians,2
1,3,1,2,Italians,2
1,3,1,2,Germans,1
1,3,1,2,Chinese,2
1,3,1,3,Russians,1
1,3,1,3,Italians,0
1,3,1,3,Germans,3
1,3,1,3,Chinese,3
1,3,1,4,Russians,1
1,3,1,4,Italians,0
1,3,1,4,Germans,1
1,3,1,4,Chinese,2
1,3,2,0,Russians,2
1,3,2,0,Italians,2
1,3,2,0,Germans,3
1,3,2,0,Chinese,3
1,3,2,1,Russians,1
1,3,2,1,Italians,2
1,3,2,1,Germans,2
1,3,2,1,Chinese,2
1,3,2,2,Russians,2
1,3,2,2,Italians,2
1,3,2,2,Germans,1
1,3,2,2,Chinese,2
1,3,2,3,Russians,1
1,3,2,3,Italians,0
1,3,2,3,Germans,3
1,3,2,3,Chinese,3
1,3,2,4,Russians,1
1,3,2,4,Italians,1
1,3,2,4,Germans,2
1,3,2,4,Chinese,3
1,3,3,0,Russians,1
1,3,3,0,Italians,2
1,3,3,0,Germans,3
1,3,3,0,Chinese,3
1,3,3,1,Russians,1
1,3,3,1,Italians,1
1,3,3,1,Germans,2
1,3,3,1,Chinese,2
1,3,3,2,Russians,2
1,3,3,2,Italians,2
1,3,3,2,Germans,3
1,3,3,2,Chinese,3
1,3,3,3,Russians,1
1,3,3,3,Italians,1
1,3,3,3,Germans,2
1,3,3,3,Chinese,2
1,3,3,4,Russians,1
1,3,3,4,Italians,1
1,3,3,4,Germans,1
1,3,3,4,Chinese,3
1,3,4,0,Russians,2
1,3,4,0,Italians,2
1,3,4,0,Germans,3
1,3,4,0,Chinese,3
1,3,4,1,Russians,1
1,3,4,1,Italians,2
1,3,4,1,Germans,2
1,3,4,1,Chinese,2
1,3,4,2,Russians,2
1,3,4,2,Italians,2
1,3,4,2,Germans,3
1,3,4,2,Chinese,3
1,3,4,3,Russians,1
1,3,4,3,Italians,0
1,3,4,3,Germans,2
1,3,4,3,Chinese,2
1,3,4,4,Russians,1
1,3,4,4,Italians,0
1,3,4,4,Germans,2
1,3,4,4,Chinese,4
1,3,5,0,Russians,1
1,3,5,0,Italians,2
1,3,5,0,Germans,3
1,3,5,0,Chinese,3
1,3,5,1,Russians,1
1,3,5,1,Italians,2
1,3,5,1,Germans,2
1,3,5,1,Chinese,2
1,3,5,2,Russians,2
1,3,5,2,Italians,2
1,3,5,2,Germans,1
1,3,5,2,Chinese,2
1,3,5,3,Russians,1
1,3,5,3,Italians,0
1,3,5,3,Germans,3
1,3,5,3,Chinese,3
1,3,5,4,Russians,1
1,3,5,4,Italians,1
1,3,5,4,Germans,1
1,3,5,4,Chinese,3
1,3,6,0,Russians,2
1,3,6,0,Italians,2
1,3,6,0,Germans,3
1,3,6,0,Chinese,3
1,3,6,1,Russians,1
1,3,6,1,Italians,2
1,3,6,1,Germans,2
1,3,6,1,Chinese,3
1,3,6,2,Russians,2
1,3,6,2,Italians,2
1,3,6,2,Germans,1
1,3,6,2,Chinese,2
1,3,6,3,Russians,1
1,3,6,3,Italians,1
1,3,6,3,Germans,3
1,3,6,3,Chinese,3
1,3,6,4,Russians,1
1,3,6,4,Italians,1
1,3,6,4,Germans,1
1,3,6,4,Chinese,1
1,3,7,0,Russians,1
1,3,7,0,Italians,2
1,3,7,0,Germans,3
1,3,7,0,Chinese,3
1,3,7,1,Russians,1
1,3,7,1,Italians,2
1,3,7,1,Germans,2
1,3,7,1,Chinese,2
1,3,7,2,Russians,2
1,3,7,2,Italians,2
1,3,7,2,Germans,2
1,3,7,2,Chinese,3
1,3,7,3,Russians,1
1,3,7,3,Italians,1
1,3,7,3,Germans,2
1,3,7,3,Chinese,1
1,3,7,4,Russians,1
1,3,7,4,Italians,3
1,3,7,4,Germans,2
1,3,7,4,Chinese,3
1,3,8,0,Russians,2
1,3,8,0,Italians,2
1,3,8,0,Germans,3
1,3,8,0,Chinese,3
1,3,8,1,Russians,1
1,3,8,1,Italians,2
1,3,8,1,Germans,2
1,3,8,1,Chinese,3
1,3,8,2,Russians,2
1,3,8,2,Italians,2
1,3,8,2,Germans,3
1,3,8,2,Chinese,2
1,3,8,3,Russians,1
1,3,8,3,Italians,0
1,3,8,3,Germans,2
1,3,8,3,Chinese,3
1,3,8,4,Russians,1
1,3,8,4,Italians,0
1,3,8,4,Germans,4
1,3,8,4,Chinese,3
1,3,9,0,Russians,1
1,3,9,0,Italians,2
1,3,9,0,Germans,3
1,3,9,0,Chinese,3
1,3,9,1,Russians,1
1,3,9,1,Italians,2
1,3,9,1,Germans,2
1,3,9,1,Chinese,3
1,3,9,2,Russians,2
1,3,9,2,Italians,2
1,3,9,2,Germans,2
1,3,9,2,Chinese,1
1,3,9,3,Russians,1
1,3,9,3,Italians,0
1,3,9,3,Germans,3
1,3,9,3,Chinese,2
1,3,9,4,Russians,1
1,3,9,4,Italians,0
1,3,9,4,Germans,1
1,3,9,4,Chinese,3
1,3,10,0,Russians,2
1,3,10,0,Italians,2
1,3,10,0,Germans,3
1,3,10,0,Chinese,3
1,3,10,1,Russians,1
1,3,10,1,Italians,2
1,3,10,1,Germans,2
1,3,10,1,Chinese,2
1,3,10,2,Russians,2
1,3,10,2,Italians,2
1,3,10,2,Germans,2
1,3,10,2,Chinese,1
1,3,10,3,Russians,1
1,3,10,3,Italians,0
1,3,10,3,Germans,3
1,3,10,3,Chinese,2
1,3,10,4,Russians,1
1,3,10,4,Italians,0
1,3,10,4,Germans,3
1,3,10,4,Chinese,3
1,3,11,0,Russians,1
1,3,11,0,Italians,2
1,3,11,0,Germans,3
1,3,11,0,Chinese,3
1,3,11,1,Russians,1
1,3,11,1,Italians,2
1,3,11,1,Germans,2
1,3,11,1,Chinese,3
1,3,11,2,Russians,2
1,3,11,2,Italians,2
1,3,11,2,Germans,3
1,3,11,2,Chinese,2
1,3,11,3,Russians,1
1,3,11,3,Italians,0
1,3,11,3,Germans,2
1,3,11,3,Chinese,3
1,3,11,4,Russians,1
1,3,11,4,Italians,0
1,3,11,4,Germans,3
1,3,11,4,Chinese,3
1,3,12,0,Russians,2
1,3,12,0,Italians,2
1,3,12,0,Germans,3
1,3,12,0,Chinese,3
1,3,12,1,Russians,1
1,3,12,1,Italians,2
1,3,12,1,Germans,2
1,3,12,1,Chinese,3
1,3,12,2,Russians,2
1,3,12,2,Italians,2
1,3,12,2,Germans,2
1,3,12,2,Chinese,3
1,3,12,3,Russians,1
1,3,12,3,Italians,0
1,3,12,3,Germans,2
1,3,12,3,Chinese,3
1,3,12,4,Russians,1
1,3,12,4,Italians,0
1,3,12,4,Germans,3
1,3,12,4,Chinese,1
1,3,13,0,Russians,1
1,3,13,0,Italians,2
1,3,13,0,Germans,3
1,3,13,0,Chinese,3
1,3,13,1,Russians,1
1,3,13,1,Italians,2
1,3,13,1,Germans,2
1,3,13,1,Chinese,3
1,3,13,2,Russians,2
1,3,13,2,Italians,2
1,3,13,2,Germans,2
1,3,13,2,Chinese,2
1,3,13,3,Russians,1
1,3,13,3,Italians,1
1,3,13,3,Germans,3
1,3,13,3,Chinese,2
1,3,13,4,Russians,1
1,3,13,4,Italians,0
1,3,13,4,Germans,1
1,3,13,4,Chinese,2
1,3,14,0,Russians,2
1,3,14,0,Italians,2
1,3,14,0,Germans,3
1,3,14,0,Chinese,3
1,3,14,1,Russians,1
1,3,14,1,Italians,2
1,3,14,1,Germans,2
1,3,14,1,Chinese,3
1,3,14,2,Russians,2
1,3,14,2,Italians,2
1,3,14,2,Germans,1
1,3,14,2,Chinese,2
1,3,14,3,Russians,1
1,3,14,3,Italians,0
1,3,14,3,Germans,2
1,3,14,3,Chinese,3
1,3,14,4,Russians,1
1,3,14,4,Italians,0
1,3,14,4,Germans,1
1,3,14,4,Chinese,2
1,3,15,0,Russians,1
1,3,15,0,Italians,2
1,3,15,0,Germans,3
1,3,15,0,Chinese,3
1,3,15,1,Russians,1
1,3,15,1,Italians,1
1,3,15,1,Germans,2
1,3,15,1,Chinese,2
1,3,15,2,Russians,2
1,3,15,2,Italians,2
1,3,15,2,Germans,3
1,3,15,2,Chinese,3
1,3,15,3,Russians,1
1,3,15,3,Italians,0
1,3,15,3,Germans,2
1,3,15,3,Chinese,1
1,3,15,4,Russians,1
1,3,15,4,Italians,1
1,3,15,4,Germans,2
1,3,15,4,Chinese,3
1,3,16,0,Russians,2
1,3,16,0,Italians,2
1,3,16,0,Germans,3
1,3,16,0,Chinese,3
1,3,16,1,Russians,1
1,3,16,1,Italians,1
1,3,16,1,Germans,2
1,3,16,1,Chinese,3
1,3,16,2,Russians,2
1,3,16,2,Italians,2
1,3,16,2,Germans,2
1,3,16,2,Chinese,2
1,3,16,3,Russians,1
1,3,16,3,Italians,0
1,3,16,3,Germans,2
1,3,16,3,Chinese,3
1,3,16,4,Russians,1
1,3,16,4,Italians,1
1,3,16,4,Germans,3
1,3,16,4,Chinese,1
1,3,17,0,Russians,1
1,3,17,0,Italians,2
1,3,17,0,Germans,3
1,3,17,0,Chinese,3
1,3,17,1,Russians,1
1,3,17,1,Italians,2
1,3,17,1,Germans,2
1,3,17,1,Chinese,3
1,3,17,2,Russians,2
1,3,17,2,Italians,2
1,3,17,2,Germans,1
1,3,17,2,Chinese,2
1,3,17,3,Russians,1
1,3,17,3,Italians,1
1,3,17,3,Germans,3
1,3,17,3,Chinese,3
1,3,17,4,Russians,1
1,3,17,4,Italians,1
1,3,17,4,Germans,2
1,3,17,4,Chinese,0
1,3,18,0,Russians,2
1,3,18,0,Italians,2
1,3,18,0,Germans,3
1,3,18,0,Chinese,3
1,3,18,1,Russians,1
1,3,18,1,Italians,2
1,3,18,1,Germans,2
1,3,18,1,Chinese,3
1,3,18,2,Russians,2
1,3,18,2,Italians,2
1,3,18,2,Germans,1
1,3,18,2,Chinese,2
1,3,18,3,Russians,1
1,3,18,3,Italians,0
1,3,18,3,Germans,3
1,3,18,3,Chinese,3
1,3,18,4,Russians,1
1,3,18,4,Italians,0
1,3,18,4,Germans,1
1,3,18,4,Chinese,2
1,3,19,0,Russians,1
1,3,19,0,Italians,2
1,3,19,0,Germans,3
1,3,19,0,Chinese,3
1,3,19,1,Russians,1
1,3,19,1,Italians,1
1,3,19,1,Germans,2
1,3,19,1,Chinese,2
1,3,19,2,Russians,2
1,3,19,2,Italians,2
